,host_name,neighbourhood_group,neighbourhood,latitude,longitude,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,ratings,beds,bathroom_type,property,room_type
8704,Karlyle,Brooklyn,Crown Heights,40.67583,-73.92661,157,30,85,11/19/2023,4.34,3,180,50,4.68,1 bed,1 bath,Rental unit in Brooklyn,1 bedroom
8705,Sherry,Queens,Flushing,40.751572,-73.823715,50,30,29,11/11/2023,1.53,4,323,16,4.52,1 bed,1.5 baths,Rental unit in Queens,1 bedroom
8707,Maggie And Victor,Brooklyn,Kensington,40.64661,-73.97808,104,125,57,10/29/2023,3.17,1,180,28,4.89,1 bed,1 private bath,Rental unit in Brooklyn,1 bedroom
8708,Anthony,Bronx,Parkchester,40.82894,-73.87709,91,30,83,11/3/2023,4.26,1,25,37,4.82,1 bed,1 bath,Guesthouse in Bronx,1 bedroom
8709,Oasis,Manhattan,Inwood,40.86524,-73.92928,344,30,36,10/19/2023,1.94,1,178,21,4.56,4 beds,1 bath,Rental unit in New York,2 bedrooms
8711,Michael,Brooklyn,Flatlands,40.62004,-73.93224,110,30,13,8/28/2023,0.72,1,354,6,4.69,1 bed,2 baths,Rental unit in Brooklyn,1 bedroom
8712,Alexander,Brooklyn,Sea Gate,40.5756,-74.00692,89,30,5,11/17/2023,0.33,16,333,3,4.8,2 beds,1 bath,Loft in Brooklyn,2 bedrooms
8713,Hamza,Brooklyn,Fort Greene,40.6873065,-73.97520233,118,30,53,11/13/2023,2.69,4,337,27,4.75,1 bed,1 bath,Rental unit in Brooklyn,1 bedroom
8714,Yulia And Amine,Bronx,Van Nest,40.84532,-73.8659,121,30,113,11/11/2023,5.96,1,84,69,4.97,1 bed,1 bath,Rental unit in Bronx,1 bedroom
8715,Alexandra,Queens,East Elmhurst,40.76832,-73.87826,75,30,58,11/12/2023,2.99,1,167,35,4.95,1 bed,1 bath,Guest suite in Queens,1 bedroom
8716,Gabriela,Queens,East Elmhurst,40.764149,-73.862167,220,30,33,10/23/2023,1.68,2,365,13,4.79,2 beds,1 bath,Vacation home in Queens,1 bedroom
8717,Sherry,Queens,Flushing,40.75087,-73.82479,48,30,18,8/26/2023,0.94,4,277,1,4.22,1 bed,1 shared bath,Rental unit in Queens,Studio
8718,Ezequiel,Brooklyn,Crown Heights,40.66612,-73.93295,36,30,5,10/31/2023,0.29,3,330,2,4.8,1 bed,1 shared bath,Rental unit in Brooklyn,1 bedroom
8719,J Ronald,Brooklyn,East New York,40.66765,-73.88789,93,30,15,8/28/2023,0.83,2,365,7,4.73,1 bed,1 private bath,Rental unit in Brooklyn,1 bedroom
8721,Ivanna,Queens,Bayside,40.74805,-73.75639,395,30,33,9/24/2023,1.68,6,270,17,4.94,4 beds,2 baths,Condo in Queens,3 bedrooms
8722,Patrycja,Brooklyn,Gravesend,40.59094,-73.98862,156,30,98,10/21/2023,5.66,1,270,68,4.91,2 beds,1 private bath,Rental unit in Brooklyn,1 bedroom
8723,Natalie,Brooklyn,Flatbush,40.63989,-73.96538,135,30,31,10/29/2023,3.46,17,62,31,4.74,4 beds,2 baths,Condo in Brooklyn,3 bedrooms
8724,Mario,Bronx,University Heights,40.856033,-73.913162,118,30,83,11/12/2023,5.11,1,1,56,4.9,3 beds,1 bath,Rental unit in Bronx,2 bedrooms
8725,MyNyHousing,Manhattan,Murray Hill,40.74936,-73.98001,270,30,3,11/17/2023,0.36,61,364,3,4.33,3 beds,2 baths,Rental unit in New York,3 bedrooms
8726,Oscar,Manhattan,Chelsea,40.74543,-74.00429,210,30,32,10/25/2023,1.66,1,48,15,4.75,3 beds,1 bath,Rental unit in New York,3 bedrooms
8727,Ǧani,Brooklyn,Bedford-Stuyvesant,40.67933,-73.94236,450,30,57,11/5/2023,2.9,8,365,27,4.75,6 beds,2.5 baths,Rental unit in Brooklyn,3 bedrooms
8728,Ariana,Queens,Bay Terrace,40.78693,-73.78404,250,30,49,10/30/2023,2.91,1,364,21,4.76,3 beds,2.5 baths,Home in Queens,3 bedrooms
8729,Katie,Manhattan,Upper East Side,40.77254,-73.95436,100,90,4,8/12/2023,0.22,3,247,2,5,1 bed,1 private bath,Townhouse in New York,1 bedroom
8730,Katja,Brooklyn,Bushwick,40.69315,-73.92522,272,30,7,11/2/2023,0.42,1,335,4,4.71,1 bed,1.5 baths,Condo in Brooklyn,1 bedroom
8731,Ally,Manhattan,Murray Hill,40.7466715,-73.96888482,1212,30,29,11/26/2023,3.73,4,356,29,4.93,5 beds,2 baths,Rental unit in Long Island City,2 bedrooms
8734,Marie Ange,Brooklyn,Flatlands,40.62923,-73.92303,70,30,51,9/5/2023,2.66,1,338,31,4.86,1 bed,1 bath,Townhouse in Brooklyn,1 bedroom
8735,Jay,Manhattan,Hell's Kitchen,40.75998,-73.99024,283,30,63,11/6/2023,3.49,1,32,42,4.98,2 beds,1 bath,Rental unit in New York,Studio
8736,Adrien,Brooklyn,Williamsburg,40.71143,-73.94305,140,61,6,9/17/2023,0.51,1,146,6,5,1 bed,1 bath,Condo in Brooklyn,1 bedroom
8739,Demetrio,Bronx,Fieldston,40.895813,-73.896957,68,30,48,7/21/2023,2.47,2,180,15,4.71,1 bed,2 baths,Rental unit in Bronx,1 bedroom
8741,Dawne,Brooklyn,Bushwick,40.68389,-73.90951,150,2,47,11/14/2023,2.41,1,299,23,4.83,2 beds,1 shared bath,Rental unit in Brooklyn,1 bedroom
8742,Momoyo,Queens,Astoria,40.77171,-73.92806,43,30,4,9/10/2023,0.24,233,9,3,4.5,1 bed,1 shared bath,Home in Queens,1 bedroom
8743,Jelen,Brooklyn,Sunset Park,40.64998,-74.004,165,31,57,10/24/2023,3.38,2,364,39,4.75,4 beds,1 bath,Rental unit in Brooklyn,3 bedrooms
8744,Noelle,Queens,Rockaway Beach,40.58525,-73.81715,100,30,24,9/4/2023,1.29,1,61,8,4.63,2 beds,1 bath,Guesthouse in Queens,2 bedrooms
8746,Harris,Brooklyn,Clinton Hill,40.6825141,-73.9599991,386,3,16,12/3/2023,1.82,2,65,16,4.94,2 beds,2 baths,Condo in Brooklyn,2 bedrooms
8747,Kevin,Queens,East Elmhurst,40.76691,-73.87925,65,30,151,10/2/2023,7.64,1,365,81,4.7,1 bed,1 shared bath,Rental unit in Queens,1 bedroom
8748,Robert,Brooklyn,Williamsburg,40.71742,-73.95212,130,30,3,7/10/2023,0.24,1,358,2,4.67,1 bed,1 bath,Rental unit in Brooklyn,1 bedroom
8749,Mick,Queens,Springfield Gardens,40.65952,-73.75498,198,30,49,10/2/2023,2.53,1,365,27,4.82,3 beds,2 baths,Home in Queens,3 bedrooms
8750,Paola,Queens,Long Island City,40.753544,-73.93412,200,30,35,10/10/2023,2.1,1,350,23,4.97,2 beds,1 bath,Rental unit in Queens,1 bedroom
8751,Marion,Queens,Laurelton,40.66757,-73.74115,150,30,73,10/17/2023,3.85,1,365,39,4.78,3 beds,1 bath,Guest suite in Queens,2 bedrooms
8752,Jeremy,Manhattan,Upper West Side,40.79117,-73.97241,210,90,3,9/2/2023,0.27,27,280,3,5,1 bed,1 bath,Rental unit in New York,1 bedroom
8754,Larry,Brooklyn,East New York,40.669601,-73.890701,140,30,83,10/25/2023,4.35,2,180,46,4.83,3 beds,1 shared bath,Rental unit in Brooklyn,1 bedroom
8755,Alex,Queens,Astoria,40.77474,-73.92653,209,30,79,7/24/2023,4.08,1,180,32,4.91,4 beds,2 baths,Townhouse in Queens,1 bedroom
8756,Deborah,Manhattan,Kips Bay,40.74075,-73.97837,450,30,7,6/2/2023,0.37,1,174,5,5,4 beds,3.5 baths,Townhouse in New York,3 bedrooms
8758,Danilo,Manhattan,East Harlem,40.79711,-73.93581,122,30,5,8/11/2023,0.3,4,186,3,5,1 bed,1 bath,Rental unit in New York,1 bedroom
8759,Max,Brooklyn,Sheepshead Bay,40.609299,-73.954788,159,30,6,9/20/2023,0.34,1,164,2,4.83,2 beds,1 bath,Condo in Brooklyn,1 bedroom
8761,Joseph,Bronx,City Island,40.84693,-73.78639,179,30,27,9/19/2023,1.92,2,119,21,4.67,2 beds,1 bath,Rental unit in The Bronx,1 bedroom
8763,Heidi,Brooklyn,Williamsburg,40.71132,-73.96255,95,30,16,6/27/2023,0.83,3,70,6,4.94,3 beds,1 shared bath,Rental unit in Brooklyn,3 bedrooms
8764,Akhil,Queens,Astoria,40.77305,-73.92177,111,30,76,11/7/2023,3.93,1,34,46,4.93,1 bed,1 private bath,Home in Queens,1 bedroom
8765,Ramia,Manhattan,Inwood,40.85983,-73.9296,100,30,53,11/9/2023,2.79,1,356,36,4.89,1 bed,1 shared bath,Rental unit in New York,1 bedroom
